wavenumber	counts
604.945	32
605.438	29.3684
605.932	28.8421
606.426	30.9474
606.919	31.6842
607.413	30.7368
607.906	30
608.4	30.9474
608.893	39.3684
609.386	45.8947
609.88	119.579
610.373	489.263
610.867	451.474
611.36	356.842
611.853	328.737
612.346	206
612.84	61.6842
613.333	38.7368
613.826	37.3684
614.319	29.2632
614.812	30.5263
615.305	31.7895
615.798	27.2632
616.29	26.9474
616.783	26.8421
617.276	30.1053
617.768	25.4737
618.261	29.8947
618.754	32.3158
619.245	29.8947
619.738	28.6316
620.231	29.5789
620.724	30.7368
621.215	26.5263
621.707	30.9474
622.2	31.4737
622.693	30.5263
623.183	31.4737
623.676	32.7368
624.169	38
624.659	43.3684
625.152	55.8947
625.644	156.737
626.135	197.263
626.628	152.316
627.12	144.526
627.61	132.211
628.103	68.7368
628.593	50.7368
629.086	53.4737
629.578	48.6316
630.068	51.8947
630.56	59.2632
631.051	55.6842
631.543	66.5263
632.033	78.3158
632.525	90.3158
633.016	101.053
633.508	131.368
633.998	166.105
634.49	237.579
634.98	382.632
635.472	837.684
635.962	6580.42
636.454	12591.6
636.944	8559.79
637.434	7811.05
637.926	6861.47
638.416	2579.68
638.907	567.474
639.397	278.316
639.887	175.368
640.379	134
640.869	103.895
641.358	95.4737
641.85	75.5789
642.34	65.6842
642.829	52.5263
643.321	54.421
643.811	47.5789
644.3	44.7368
644.79	42.9474
645.281	37.7895
645.771	40
646.26	36.2105
646.75	42
647.239	34
647.73	34.6316
648.22	29.2632
648.709	36.6316
649.198	31.0526
649.688	30.7368
650.177	33.3684
650.666	34.1053
651.157	32.9474
651.647	32.3158
652.136	31.8947
652.625	29.3684
653.114	31.4737
653.603	28.4211
654.092	30.7368
654.581	30.1053
655.07	31.8947
655.559	30.421
656.048	28
656.537	30.4211
657.026	29.3684
657.515	29.6842
658.004	30.2105
658.492	31.5789
658.981	31.3684
659.47	34.4211
659.959	31.1579
660.447	29.6842
660.936	33.7895
661.425	54.8421
661.911	217.789
662.4	190.211
662.889	162.421
663.377	151.158
663.866	126.526
664.354	53.8947
664.841	32.9474
665.329	32.4211
665.818	30.8421
666.306	32.2105
666.794	34.4211
667.281	29.0526
667.769	31.6842
668.257	33.7895
668.746	31.0526
669.232	32.4211
669.72	33.2632
670.208	27.5789
670.695	30.6316
671.183	28.9474
671.671	28.2105
672.157	28.8421
672.645	24.5263
673.133	23.4737
673.619	21.8947
674.107	15.6842
674.595	16.7368
675.081	12
675.569	11.1579
676.055	5.89474
