wavenumber	counts
415.649	8.52632
416.016	9.26316
416.382	10
416.749	10.2105
417.116	8.94737
417.481	9.1579
417.848	10.6316
418.214	8.10526
418.581	9.57895
418.947	9.68421
419.313	8.94737
419.68	7.05263
420.045	7.78947
420.412	12.6316
420.777	8.94737
421.144	8
421.509	8.73684
421.876	8.8421
422.242	8.63158
422.608	11.6842
422.974	12
423.34	10
423.705	7.68421
424.071	10.7368
424.437	11.5789
424.803	10.9474
425.169	10.5263
425.534	13.0526
425.899	13.2632
426.266	13.4737
426.631	12.7368
426.996	11.7895
427.363	15.5789
427.728	11.5789
428.093	14.7368
428.459	18.9474
428.824	21.6842
429.189	23.3684
429.554	26.8421
429.92	29.8947
430.285	42.8421
430.65	50.5263
431.015	78.7368
431.38	215.053
431.746	1226.74
432.111	2697.26
432.476	3138.32
432.841	3154.32
433.206	3124
433.57	3097.16
433.937	3059.26
434.301	3044.42
434.666	3038.84
435.031	2965.58
435.395	2848
435.76	1810
436.125	464.947
436.489	61.7895
436.854	35.3684
437.218	28
437.583	22.4211
437.948	20.4211
438.312	18.1053
438.677	20.4211
439.041	12.7368
439.406	17.0526
439.77	11.8947
440.135	12.6316
440.499	11.2632
440.863	11.4737
441.228	9.78947
441.591	9.89474
441.955	11.4737
442.32	10
442.684	9.78947
443.048	10
443.412	8.21053
443.775	11.2632
444.14	7.89474
444.504	11.2632
444.868	9.68421
445.232	11.3684
445.595	11.0526
445.959	12.3158
446.323	10.5263
446.688	9.68421
447.05	8.63158
447.414	8.31579
447.778	10.9474
448.141	8.21053
448.505	11.7895
448.869	9.05263
449.232	10.8421
449.596	8.94737
449.96	6.8421
450.322	9.1579
450.686	10.2105
451.049	10.2105
451.413	8.73684
451.775	10.9474
452.139	7.15789
452.503	12.1053
452.865	10.1053
453.229	7.26316
453.591	7.89474
453.955	8.94737
454.318	11.6842
454.681	8.31579
455.044	10.4211
455.406	7.15789
455.77	8.84211
456.132	9.26316
456.496	8.8421
456.858	8.21053
457.221	8.42105
457.584	7.68421
457.946	6.94737
458.309	9.57895
458.672	6.84211
459.034	7.68421
459.397	8.21053
459.759	6.73684
460.121	7.68421
460.485	5.26316
460.847	10.4211
461.209	9.15789
461.571	8.31579
461.934	9.36842
462.296	7.36842
462.658	6.63158
463.02	8.10526
463.384	8.21053
463.745	10.4211
464.107	7.47368
464.469	10.9474
464.831	8.10526
465.193	8.63158
465.556	7.47369
465.918	6.42105
466.28	8.31579
466.641	8.84211
467.003	8.42105
467.365	8.21053
467.727	9.05263
468.088	10
468.45	9.68421
468.812	6.52632
469.173	10.6316
469.535	8.63158
469.897	10.7368
470.258	8.10526
470.62	8.73684
470.981	9.1579
471.343	6.52632
471.704	9.68421
472.066	10.8421
472.427	10.3158
472.789	7.05263
473.15	9.57895
473.512	7.78947
473.872	10.1053
474.233	9.57895
474.594	8.42105
474.956	7.89474
475.317	8.52632
475.679	8.94737
476.038	8.42105
476.4	8.84211
476.761	5.15789
477.122	10.7368
477.484	8.42105
477.843	7.47368
478.205	7.68421
478.566	10.8421
478.927	10.9474
479.287	6.73684
479.648	7.47368
480.009	9.15789
480.369	7.89474
480.73	5.68421
481.091	9.89474
481.45	11.2632
481.811	9.57895
482.171	8.52631
482.532	9.89474
482.893	8.31579
483.253	10.3158
483.614	8
483.973	8
484.334	8.73684
484.693	9.78947
485.054	7.68421
485.414	8.73684
485.775	8.84211
486.134	5.05263
486.495	8.42105
486.854	8.31579
487.215	8.52632
487.574	9.47368
487.935	8.73684
488.294	10.4211
488.654	8.52631
489.014	7.26316
